BioGRID ID Interactor A,BioGRID ID Interactor B,Official Symbol Interactor A,Official Symbol Interactor B,Experimental System
4383869,106820,ORF3b,APBB2,Proximity Label-MS
4383869,109504,ORF3b,AGFG2,Proximity Label-MS
4383869,109512,ORF3b,PRMT1,Proximity Label-MS
4383869,109642,ORF3b,IDE,Proximity Label-MS
4383869,109681,ORF3b,IFNGR1,Proximity Label-MS
4383869,131497,ORF3b,AMIGO2,Proximity Label-MS
4383869,109703,ORF3b,IGF2R,Proximity Label-MS
4383869,106848,ORF3b,APP,Proximity Label-MS
4383869,109882,ORF3b,ITGA3,Proximity Label-MS
4383869,109894,ORF3b,ITGB1,Proximity Label-MS
4383869,109899,ORF3b,ITGB5,Proximity Label-MS
4383869,109908,ORF3b,STT3A,Proximity Label-MS
4383869,109919,ORF3b,JAK1,Proximity Label-MS
4383869,131930,ORF3b,TMEM205,Proximity Label-MS
4383869,131952,ORF3b,MIA3,Proximity Label-MS
4383869,106873,ORF3b,ARF4,Proximity Label-MS
4383869,110106,ORF3b,LAMB1,Proximity Label-MS
4383869,110107,ORF3b,LAMB2,Proximity Label-MS
4383869,110196,ORF3b,LNPEP,Proximity Label-MS
4383869,135642,ORF3b,CUEDC1,Proximity Label-MS
4383869,110219,ORF3b,LRP6,Proximity Label-MS
4383869,110220,ORF3b,LRP5,Proximity Label-MS
4383869,110221,ORF3b,LRPAP1,Proximity Label-MS
4383869,110342,ORF3b,MCM5,Proximity Label-MS
4383869,110391,ORF3b,MET,Proximity Label-MS
4383869,110503,ORF3b,ABCC1,Proximity Label-MS
4383869,110728,ORF3b,MYO5A,Proximity Label-MS
4383869,110785,ORF3b,NDUFA10,Proximity Label-MS
4383869,110799,ORF3b,NDUFS1,Proximity Label-MS
4383869,110807,ORF3b,NDUFV2,Proximity Label-MS
4383869,110809,ORF3b,NDUFV3,Proximity Label-MS
4383869,110830,ORF3b,NEO1,Proximity Label-MS
4383869,106978,ORF3b,ATP2A2,Proximity Label-MS
4383869,110973,ORF3b,ROR1,Proximity Label-MS
4383869,110978,ORF3b,NUCB1,Proximity Label-MS
4383869,110979,ORF3b,NUCB2,Proximity Label-MS
4383869,106987,ORF3b,ATP5A1,Proximity Label-MS
4383869,111073,ORF3b,P4HB,Proximity Label-MS
4383869,111082,ORF3b,FURIN,Proximity Label-MS
4383869,111134,ORF3b,PCDH9,Proximity Label-MS
4383869,119395,ORF3b,CRIM1,Proximity Label-MS
4383869,119425,ORF3b,BET1L,Proximity Label-MS
4383869,119455,ORF3b,ZDHHC3,Proximity Label-MS
4383869,119506,ORF3b,MRPS17,Proximity Label-MS
4383869,119550,ORF3b,GULP1,Proximity Label-MS
4383869,119707,ORF3b,WWOX,Proximity Label-MS
4383869,111217,ORF3b,PEX13,Proximity Label-MS
4383869,111221,ORF3b,PFAS,Proximity Label-MS
4383869,111353,ORF3b,PLD1,Proximity Label-MS
4383869,107020,ORF3b,ATP7A,Proximity Label-MS
4383869,119999,ORF3b,ZDHHC13,Proximity Label-MS
4383869,120093,ORF3b,TMEM106B,Proximity Label-MS
4383869,120235,ORF3b,UHRF1BP1,Proximity Label-MS
4383869,120254,ORF3b,SEMA4C,Proximity Label-MS
4383869,120271,ORF3b,TRMT10C,Proximity Label-MS
4383869,120401,ORF3b,CCDC186,Proximity Label-MS
4383869,120462,ORF3b,TMEM33,Proximity Label-MS
4383869,120495,ORF3b,APPL2,Proximity Label-MS
4383869,120533,ORF3b,STEAP3,Proximity Label-MS
4383869,120534,ORF3b,KIRREL,Proximity Label-MS
4383869,120587,ORF3b,PI4K2B,Proximity Label-MS
4383869,120639,ORF3b,PI4K2A,Proximity Label-MS
4383869,120644,ORF3b,LGR4,Proximity Label-MS
4383869,120735,ORF3b,BMP2K,Proximity Label-MS
4383869,120764,ORF3b,ZDHHC7,Proximity Label-MS
4383869,120839,ORF3b,WDR11,Proximity Label-MS
4383869,120873,ORF3b,CDK5RAP2,Proximity Label-MS
4383869,120889,ORF3b,TBC1D23,Proximity Label-MS
4383869,120949,ORF3b,CISD1,Proximity Label-MS
4383869,120980,ORF3b,GPRC5C,Proximity Label-MS
4383869,121001,ORF3b,RCC2,Proximity Label-MS
4383869,111639,ORF3b,PSAP,Proximity Label-MS
4383869,121217,ORF3b,UGGT1,Proximity Label-MS
4383869,121219,ORF3b,TM9SF3,Proximity Label-MS
4383869,111666,ORF3b,PSMB5,Proximity Label-MS
4383869,111673,ORF3b,PSMC1,Proximity Label-MS
4383869,121384,ORF3b,GOPC,Proximity Label-MS
4383869,121404,ORF3b,SCYL3,Proximity Label-MS
4383869,121449,ORF3b,GPR126,Proximity Label-MS
4383869,121515,ORF3b,RHBDD2,Proximity Label-MS
4383869,121632,ORF3b,FAM135A,Proximity Label-MS
4383869,121640,ORF3b,RIC1,Proximity Label-MS
4383869,111759,ORF3b,PTPRJ,Proximity Label-MS
4383869,121956,ORF3b,SMAP1,Proximity Label-MS
4383869,112049,ORF3b,RPL7,Proximity Label-MS
4383869,112050,ORF3b,RPL7A,Proximity Label-MS
4383869,112052,ORF3b,RPL8,Proximity Label-MS
4383869,112053,ORF3b,RPL9,Proximity Label-MS
4383869,112062,ORF3b,RPL18A,Proximity Label-MS
4383869,112064,ORF3b,RPL21,Proximity Label-MS
4383869,112084,ORF3b,RPL35A,Proximity Label-MS
4383869,112099,ORF3b,RPN1,Proximity Label-MS
4383869,112100,ORF3b,RPN2,Proximity Label-MS
4383869,112102,ORF3b,RPS3,Proximity Label-MS
4383869,121973,ORF3b,UBE2O,Proximity Label-MS
4383869,112290,ORF3b,SDHA,Proximity Label-MS
4383869,122055,ORF3b,SMOC1,Proximity Label-MS
4383869,122084,ORF3b,RBSN,Proximity Label-MS
4383869,112358,ORF3b,SHB,Proximity Label-MS
4383869,112368,ORF3b,SHMT2,Proximity Label-MS
4383869,122262,ORF3b,ACBD3,Proximity Label-MS
4383869,122346,ORF3b,SLC30A5,Proximity Label-MS
4383869,122383,ORF3b,NBEAL1,Proximity Label-MS
4383869,112401,ORF3b,SLC1A5,Proximity Label-MS
4383869,112413,ORF3b,SLC4A2,Proximity Label-MS
4383869,112447,ORF3b,SLC12A2,Proximity Label-MS
4383869,112449,ORF3b,SLC12A4,Proximity Label-MS
4383869,122427,ORF3b,PLEKHA3,Proximity Label-MS
4383869,112508,ORF3b,FSCN1,Proximity Label-MS
4383869,112516,ORF3b,SNRPD1,Proximity Label-MS
4383869,112592,ORF3b,SRC,Proximity Label-MS
4383869,112680,ORF3b,STX5,Proximity Label-MS
4383869,112731,ORF3b,ADAM17,Proximity Label-MS
4383869,112895,ORF3b,TFRC,Proximity Label-MS
4383869,112965,ORF3b,TMF1,Proximity Label-MS
4383869,113036,ORF3b,HSP90B1,Proximity Label-MS
4383869,113202,ORF3b,SLC35A2,Proximity Label-MS
4383869,107203,ORF3b,MYRF,Proximity Label-MS
4383869,113357,ORF3b,YES1,Proximity Label-MS
4383869,107225,ORF3b,CA12,Proximity Label-MS
4383869,113554,ORF3b,ZNF112,Proximity Label-MS
4383869,113560,ORF3b,SLC30A1,Proximity Label-MS
4383869,113579,ORF3b,LRP8,Proximity Label-MS
4383869,113624,ORF3b,RAB7A,Proximity Label-MS
4383869,113637,ORF3b,REEP5,Proximity Label-MS
4383869,107243,ORF3b,CAD,Proximity Label-MS
4383869,122562,ORF3b,MBOAT7,Proximity Label-MS
4383869,113649,ORF3b,DDX39B,Proximity Label-MS
4383869,122718,ORF3b,GCC1,Proximity Label-MS
4383869,123007,ORF3b,KIAA0319L,Proximity Label-MS
4383869,123201,ORF3b,SLC35F5,Proximity Label-MS
4383869,113759,ORF3b,AAAS,Proximity Label-MS
4383869,123509,ORF3b,SLC38A1,Proximity Label-MS
4383869,123589,ORF3b,NETO2,Proximity Label-MS
4383869,123599,ORF3b,SPRY4,Proximity Label-MS
4383869,123619,ORF3b,RAB1B,Proximity Label-MS
4383869,113866,ORF3b,USP11,Proximity Label-MS
4383869,123874,ORF3b,ANKRD27,Proximity Label-MS
4383869,123891,ORF3b,SLC41A2,Proximity Label-MS
4383869,123924,ORF3b,ANTXR1,Proximity Label-MS
4383869,123931,ORF3b,CHD6,Proximity Label-MS
4383869,124068,ORF3b,HOOK3,Proximity Label-MS
4383869,124189,ORF3b,USP32,Proximity Label-MS
4383869,124223,ORF3b,PIGO,Proximity Label-MS
4383869,124225,ORF3b,PLEKHA8,Proximity Label-MS
4383869,124347,ORF3b,TMEM87B,Proximity Label-MS
4383869,114118,ORF3b,BLZF1,Proximity Label-MS
4383869,114123,ORF3b,BHLHE40,Proximity Label-MS
4383869,114202,ORF3b,NUMB,Proximity Label-MS
4383869,114221,ORF3b,VAMP8,Proximity Label-MS
4383869,114225,ORF3b,STX10,Proximity Label-MS
4383869,114263,ORF3b,SNX3,Proximity Label-MS
4383869,114268,ORF3b,GBF1,Proximity Label-MS
4383869,114290,ORF3b,ADAM9,Proximity Label-MS
4383869,114299,ORF3b,RAB11A,Proximity Label-MS
4383869,114331,ORF3b,SUCLA2,Proximity Label-MS
4383869,114418,ORF3b,CPNE1,Proximity Label-MS
4383869,124789,ORF3b,DPP9,Proximity Label-MS
4383869,114558,ORF3b,MTMR6,Proximity Label-MS
4383869,114593,ORF3b,HGS,Proximity Label-MS
4383869,124862,ORF3b,MYADM,Proximity Label-MS
4383869,114616,ORF3b,AP4M1,Proximity Label-MS
4383869,114617,ORF3b,OSMR,Proximity Label-MS
4383869,114625,ORF3b,DDX21,Proximity Label-MS
4383869,124937,ORF3b,GORAB,Proximity Label-MS
4383869,114693,ORF3b,COPB2,Proximity Label-MS
4383869,114732,ORF3b,TRIP11,Proximity Label-MS
4383869,114747,ORF3b,VAMP3,Proximity Label-MS
4383869,114755,ORF3b,TXNL1,Proximity Label-MS
4383869,114773,ORF3b,ZFYVE9,Proximity Label-MS
4383869,114876,ORF3b,SLC4A7,Proximity Label-MS
4383869,107387,ORF3b,SCARB1,Proximity Label-MS
4383869,114897,ORF3b,NPEPPS,Proximity Label-MS
4383869,114899,ORF3b,SCAMP1,Proximity Label-MS
4383869,114900,ORF3b,TECR,Proximity Label-MS
4383869,114903,ORF3b,GOSR1,Proximity Label-MS
4383869,114966,ORF3b,PDIA4,Proximity Label-MS
4383869,107398,ORF3b,CD44,Proximity Label-MS
4383869,115006,ORF3b,GCC2,Proximity Label-MS
4383869,115020,ORF3b,KIAA0430,Proximity Label-MS
4383869,115038,ORF3b,CLINT1,Proximity Label-MS
4383869,115121,ORF3b,TM9SF4,Proximity Label-MS
4383869,115128,ORF3b,SNX17,Proximity Label-MS
4383869,115187,ORF3b,RUSC2,Proximity Label-MS
4383869,107423,ORF3b,LRBA,Proximity Label-MS
4383869,115231,ORF3b,MRC2,Proximity Label-MS
4383869,115275,ORF3b,GOLGA5,Proximity Label-MS
4383869,115311,ORF3b,SLC12A6,Proximity Label-MS
4383870,755836,ORF6,POM121C,Proximity Label-MS
4383870,115378,ORF6,SCAMP3,Proximity Label-MS
4383870,115402,ORF6,ARPC1B,Proximity Label-MS
4383870,115419,ORF6,PREB,Proximity Label-MS
4383870,115432,ORF6,LRPPRC,Proximity Label-MS
4383870,115445,ORF6,AKAP9,Proximity Label-MS
4383870,115551,ORF6,ABCC4,Proximity Label-MS
4383870,115560,ORF6,ZMPSTE24,Proximity Label-MS
4383870,115571,ORF6,BET1,Proximity Label-MS
4383870,115688,ORF6,PRMT5,Proximity Label-MS
4383870,115696,ORF6,SEC24B,Proximity Label-MS
4383870,115732,ORF6,TIMM44,Proximity Label-MS
4383870,115745,ORF6,NXF1,Proximity Label-MS
4383870,115747,ORF6,SEC23A,Proximity Label-MS
4383870,115801,ORF6,ARL6IP5,Proximity Label-MS
4383870,115895,ORF6,YKT6,Proximity Label-MS
4383870,115896,ORF6,SPINT2,Proximity Label-MS
4383870,107494,ORF6,CES1,Proximity Label-MS
4383870,115954,ORF6,YME1L1,Proximity Label-MS
4383870,116016,ORF6,SEC24A,Proximity Label-MS
4383870,116056,ORF6,CLPX,Proximity Label-MS
4383870,116103,ORF6,YIF1A,Proximity Label-MS
4383870,116158,ORF6,TMED2,Proximity Label-MS
4383870,116167,ORF6,CKAP4,Proximity Label-MS
4383870,116211,ORF6,RAB35,Proximity Label-MS
4383870,116212,ORF6,TDRKH,Proximity Label-MS
4383870,116262,ORF6,RER1,Proximity Label-MS
4383870,116278,ORF6,NUPL2,Proximity Label-MS
4383870,116360,ORF6,CEP250,Proximity Label-MS
4383870,116365,ORF6,SEC23IP,Proximity Label-MS
4383870,116421,ORF6,CHP1,Proximity Label-MS
4383870,116459,ORF6,PHB2,Proximity Label-MS
4383870,116460,ORF6,ACOT7,Proximity Label-MS
4383870,125412,ORF6,HAUS1,Proximity Label-MS
4383870,107587,ORF6,AP2M1,Proximity Label-MS
4383870,107619,ORF6,CLPTM1,Proximity Label-MS
4383870,125712,ORF6,LRIG3,Proximity Label-MS
4383870,107623,ORF6,CLTC,Proximity Label-MS
4383870,106635,ORF6,PLIN2,Proximity Label-MS
4383870,107647,ORF6,ABCC2,Proximity Label-MS
4383870,125875,ORF6,CANT1,Proximity Label-MS
4383870,126171,ORF6,PIGU,Proximity Label-MS
4383870,126190,ORF6,NUP35,Proximity Label-MS
4383870,107709,ORF6,COPA,Proximity Label-MS
4383870,107722,ORF6,COX5B,Proximity Label-MS
4383870,126369,ORF6,NADK2,Proximity Label-MS
4383870,107764,ORF6,CPS1,Proximity Label-MS
4383870,107765,ORF6,CPT1A,Proximity Label-MS
4383870,126493,ORF6,AGPAT6,Proximity Label-MS
4383870,107850,ORF6,SLC25A10,Proximity Label-MS
4383870,127025,ORF6,RUNDC1,Proximity Label-MS
4383870,127176,ORF6,SLC30A7,Proximity Label-MS
4383870,107908,ORF6,CYB5A,Proximity Label-MS
4383870,127558,ORF6,VKORC1L1,Proximity Label-MS
4383870,127612,ORF6,VPS13B,Proximity Label-MS
4383870,107967,ORF6,CYP51A1,Proximity Label-MS
4383870,107971,ORF6,DAB2,Proximity Label-MS
4383870,127757,ORF6,TMTC3,Proximity Label-MS
4383870,107975,ORF6,DAG1,Proximity Label-MS
4383870,107984,ORF6,DARS,Proximity Label-MS
4383870,107997,ORF6,DBT,Proximity Label-MS
4383870,127870,ORF6,TOR1AIP2,Proximity Label-MS
4383870,108009,ORF6,DDB1,Proximity Label-MS
4383870,127905,ORF6,CCDC138,Proximity Label-MS
4383870,108017,ORF6,DDOST,Proximity Label-MS
4383870,108063,ORF6,DHCR7,Proximity Label-MS
4383870,108082,ORF6,DLD,Proximity Label-MS
4383870,108119,ORF6,DYNC1I2,Proximity Label-MS
4383870,108169,ORF6,SLC26A2,Proximity Label-MS
4383870,108227,ORF6,S1PR3,Proximity Label-MS
4383870,128218,ORF6,ANO6,Proximity Label-MS
4383870,108285,ORF6,EIF2S1,Proximity Label-MS
4383870,108288,ORF6,EPHA2,Proximity Label-MS
4383870,128285,ORF6,TMEM201,Proximity Label-MS
4383870,108325,ORF6,EMD,Proximity Label-MS
4383870,128394,ORF6,STT3B,Proximity Label-MS
4383870,108354,ORF6,STOM,Proximity Label-MS
4383870,108366,ORF6,EPHX1,Proximity Label-MS
4383870,108409,ORF6,ETFA,Proximity Label-MS
4383870,106713,ORF6,ALAS1,Proximity Label-MS
4383870,108477,ORF6,ACSL3,Proximity Label-MS
4383870,108489,ORF6,FAT1,Proximity Label-MS
4383870,106728,ORF6,ALDOA,Proximity Label-MS
4383870,116477,ORF6,COG2,Proximity Label-MS
4383870,116530,ORF6,FNDC3A,Proximity Label-MS
4383870,116539,ORF6,SEC31A,Proximity Label-MS
4383870,116545,ORF6,TRAPPC8,Proximity Label-MS
4383870,116569,ORF6,EPN2,Proximity Label-MS
4383870,116604,ORF6,PTGR1,Proximity Label-MS
4383870,116653,ORF6,RAB21,Proximity Label-MS
4383870,116671,ORF6,USP33,Proximity Label-MS
4383870,116681,ORF6,PDXDC1,Proximity Label-MS
4383870,116709,ORF6,MYCBP2,Proximity Label-MS
4383870,116758,ORF6,ANKLE2,Proximity Label-MS
4383870,116799,ORF6,UBXN4,Proximity Label-MS
4383870,116806,ORF6,FAF2,Proximity Label-MS
4383870,116835,ORF6,VPS13A,Proximity Label-MS
4383870,116860,ORF6,SCFD1,Proximity Label-MS
4383870,116875,ORF6,CLEC16A,Proximity Label-MS
4383870,116934,ORF6,UBR4,Proximity Label-MS
4383870,116935,ORF6,SUN1,Proximity Label-MS
4383870,116938,ORF6,ANGEL1,Proximity Label-MS
4383870,117032,ORF6,TRAM1,Proximity Label-MS
4383870,117052,ORF6,TMEM131,Proximity Label-MS
4383870,117058,ORF6,NUP188,Proximity Label-MS
4383870,117063,ORF6,SLC39A14,Proximity Label-MS
4383870,117076,ORF6,NNT,Proximity Label-MS
4383870,117127,ORF6,LEMD3,Proximity Label-MS
4383870,117132,ORF6,ACOT9,Proximity Label-MS
4383870,117165,ORF6,NUP62,Proximity Label-MS
4383870,117173,ORF6,PLD3,Proximity Label-MS
4383870,117179,ORF6,SLC7A11,Proximity Label-MS
4383870,117188,ORF6,TMEM2,Proximity Label-MS
4383870,117237,ORF6,TMEM245,Proximity Label-MS
4383870,117270,ORF6,FKBP8,Proximity Label-MS
4383870,128972,ORF6,LCLAT1,Proximity Label-MS
4383870,129179,ORF6,WDR72,Proximity Label-MS
4383870,117339,ORF6,RHBDD3,Proximity Label-MS
4383870,117365,ORF6,COG4,Proximity Label-MS
4383870,117370,ORF6,YIPF3,Proximity Label-MS
4383870,117479,ORF6,GORASP2,Proximity Label-MS
4383870,117522,ORF6,APPL1,Proximity Label-MS
4383870,117543,ORF6,TOR1AIP1,Proximity Label-MS
4383870,117561,ORF6,LDLRAP1,Proximity Label-MS
4383870,117666,ORF6,ERAL1,Proximity Label-MS
4383870,117668,ORF6,ARFGAP3,Proximity Label-MS
4383870,108933,ORF6,GDI2,Proximity Label-MS
4383870,106764,ORF6,AMFR,Proximity Label-MS
4383870,117926,ORF6,COPG2,Proximity Label-MS
4383870,108995,ORF6,GLE1,Proximity Label-MS
4383870,108996,ORF6,GLG1,Proximity Label-MS
4383870,109006,ORF6,GLS,Proximity Label-MS
4383870,109063,ORF6,GOLGA2,Proximity Label-MS
4383870,129542,ORF6,SPRYD4,Proximity Label-MS
4383870,129608,ORF6,TMED8,Proximity Label-MS
4383870,129991,ORF6,RNF149,Proximity Label-MS
4383870,130066,ORF6,RABL3,Proximity Label-MS
4383870,118780,ORF6,CCDC22,Proximity Label-MS
4383870,118799,ORF6,ACAD9,Proximity Label-MS
4383870,109182,ORF6,GRSF1,Proximity Label-MS
4383870,109278,ORF6,HSD17B10,Proximity Label-MS
4383870,109280,ORF6,HADHA,Proximity Label-MS
4383870,109504,ORF6,AGFG2,Proximity Label-MS
4383870,109512,ORF6,PRMT1,Proximity Label-MS
4383870,131497,ORF6,AMIGO2,Proximity Label-MS
4383870,109703,ORF6,IGF2R,Proximity Label-MS
4383870,109894,ORF6,ITGB1,Proximity Label-MS
4383870,109898,ORF6,EIF6,Proximity Label-MS
4383870,109899,ORF6,ITGB5,Proximity Label-MS
4383870,109908,ORF6,STT3A,Proximity Label-MS
4383870,109915,ORF6,ITPR3,Proximity Label-MS
4383870,106867,ORF6,ARCN1,Proximity Label-MS
4383870,131930,ORF6,TMEM205,Proximity Label-MS
4383870,131945,ORF6,FAM73A,Proximity Label-MS
4383870,106870,ORF6,ARF1,Proximity Label-MS
4383870,106873,ORF6,ARF4,Proximity Label-MS
4383870,110030,ORF6,KIF11,Proximity Label-MS
4383870,110035,ORF6,KPNB1,Proximity Label-MS
4383870,110185,ORF6,LMAN1,Proximity Label-MS
4383870,134476,ORF6,SNX19,Proximity Label-MS
4383870,110187,ORF6,LMNB1,Proximity Label-MS
4383870,110219,ORF6,LRP6,Proximity Label-MS
4383870,110342,ORF6,MCM5,Proximity Label-MS
4383870,110356,ORF6,MDH2,Proximity Label-MS
4383870,110382,ORF6,RAB8A,Proximity Label-MS
4383870,110503,ORF6,ABCC1,Proximity Label-MS
4383870,110799,ORF6,NDUFS1,Proximity Label-MS
4383870,110800,ORF6,NDUFS2,Proximity Label-MS
4383870,110807,ORF6,NDUFV2,Proximity Label-MS
4383870,110809,ORF6,NDUFV3,Proximity Label-MS
4383870,106966,ORF6,ATP1A1,Proximity Label-MS
4383870,110925,ORF6,NPC1,Proximity Label-MS
4383870,106978,ORF6,ATP2A2,Proximity Label-MS
4383870,106980,ORF6,ATP2B1,Proximity Label-MS
4383870,110982,ORF6,NUP98,Proximity Label-MS
4383870,138922,ORF6,CISD2,Proximity Label-MS
4383870,106987,ORF6,ATP5A1,Proximity Label-MS
4383870,111082,ORF6,FURIN,Proximity Label-MS
4383870,111085,ORF6,PAFAH1B1,Proximity Label-MS
4383870,119098,ORF6,ITSN2,Proximity Label-MS
4383870,119111,ORF6,PNPLA8,Proximity Label-MS
4383870,106997,ORF6,ATP5C1,Proximity Label-MS
4383870,111134,ORF6,PCDH9,Proximity Label-MS
4383870,119266,ORF6,TMX2,Proximity Label-MS
4383870,111146,ORF6,PCNT,Proximity Label-MS
4383870,119349,ORF6,HSD17B11,Proximity Label-MS
4383870,119425,ORF6,BET1L,Proximity Label-MS
4383870,119455,ORF6,ZDHHC3,Proximity Label-MS
4383870,119503,ORF6,TEX264,Proximity Label-MS
4383870,119537,ORF6,ANAPC5,Proximity Label-MS
4383870,119550,ORF6,GULP1,Proximity Label-MS
4383870,119605,ORF6,RAB14,Proximity Label-MS
4383870,119627,ORF6,NBAS,Proximity Label-MS
4383870,119638,ORF6,ERGIC3,Proximity Label-MS
4383870,119661,ORF6,CDK5RAP1,Proximity Label-MS
4383870,119707,ORF6,WWOX,Proximity Label-MS
4383870,119719,ORF6,RAB8B,Proximity Label-MS
4383870,111217,ORF6,PEX13,Proximity Label-MS
4383870,119759,ORF6,NUP54,Proximity Label-MS
4383870,119943,ORF6,SLC38A2,Proximity Label-MS
4383870,111443,ORF6,POR,Proximity Label-MS
4383870,119999,ORF6,ZDHHC13,Proximity Label-MS
4383870,111475,ORF6,PPIB,Proximity Label-MS
4383870,120216,ORF6,TMEM214,Proximity Label-MS
4383870,120247,ORF6,CDKAL1,Proximity Label-MS
4383870,120249,ORF6,MKS1,Proximity Label-MS
4383870,120271,ORF6,TRMT10C,Proximity Label-MS
4383870,120358,ORF6,C17orf80,Proximity Label-MS
4383870,107031,ORF6,AUP1,Proximity Label-MS
4383870,120462,ORF6,TMEM33,Proximity Label-MS
4383870,120495,ORF6,APPL2,Proximity Label-MS
4383870,120503,ORF6,ARL8B,Proximity Label-MS
4383870,120528,ORF6,SMU1,Proximity Label-MS
4383870,120544,ORF6,TYW1,Proximity Label-MS
4383870,120587,ORF6,PI4K2B,Proximity Label-MS
4383870,120592,ORF6,DDX19A,Proximity Label-MS
4383870,120639,ORF6,PI4K2A,Proximity Label-MS
4383870,120644,ORF6,LGR4,Proximity Label-MS
4383870,120735,ORF6,BMP2K,Proximity Label-MS
4383870,120736,ORF6,VEZT,Proximity Label-MS
4383870,120766,ORF6,SMPD4,Proximity Label-MS
4383870,120806,ORF6,SLC30A6,Proximity Label-MS
4383870,120822,ORF6,VAC14,Proximity Label-MS
4383870,120831,ORF6,NDC1,Proximity Label-MS
4383870,120844,ORF6,CEP72,Proximity Label-MS
4383870,120873,ORF6,CDK5RAP2,Proximity Label-MS
4383870,120888,ORF6,PRR11,Proximity Label-MS
4383870,120949,ORF6,CISD1,Proximity Label-MS
4383870,111577,ORF6,PRKDC,Proximity Label-MS
4383870,121001,ORF6,RCC2,Proximity Label-MS
4383870,121063,ORF6,PCDHB13,Proximity Label-MS
4383870,121186,ORF6,SAR1A,Proximity Label-MS
4383870,121211,ORF6,EMC7,Proximity Label-MS
4383870,121219,ORF6,TM9SF3,Proximity Label-MS
4383870,111666,ORF6,PSMB5,Proximity Label-MS
4383870,121271,ORF6,MFF,Proximity Label-MS
4383870,111675,ORF6,PSMC3,Proximity Label-MS
4383870,111680,ORF6,PSMD1,Proximity Label-MS
4383870,111683,ORF6,PSMD4,Proximity Label-MS
4383870,121384,ORF6,GOPC,Proximity Label-MS
4383870,121403,ORF6,TMEM159,Proximity Label-MS
4383870,121449,ORF6,GPR126,Proximity Label-MS
4383870,121455,ORF6,TTC7A,Proximity Label-MS
4383870,121512,ORF6,SCYL1,Proximity Label-MS
4383870,121515,ORF6,RHBDD2,Proximity Label-MS
4383870,121517,ORF6,WDR18,Proximity Label-MS
4383870,121557,ORF6,ODF2L,Proximity Label-MS
4383870,121608,ORF6,NCEH1,Proximity Label-MS
4383870,121640,ORF6,RIC1,Proximity Label-MS
4383870,121666,ORF6,STIM2,Proximity Label-MS
4383870,121690,ORF6,GRAMD1A,Proximity Label-MS
4383870,121692,ORF6,CALCOCO1,Proximity Label-MS
4383870,121730,ORF6,DENND1A,Proximity Label-MS
4383870,111736,ORF6,PTPN1,Proximity Label-MS
4383870,121790,ORF6,CYP4F11,Proximity Label-MS
4383870,111782,ORF6,PEX19,Proximity Label-MS
4383870,111783,ORF6,ABCD3,Proximity Label-MS
4383870,111799,ORF6,RAB1A,Proximity Label-MS
4383870,111800,ORF6,RAB2A,Proximity Label-MS
4383870,111817,ORF6,RAC1,Proximity Label-MS
4383870,112049,ORF6,RPL7,Proximity Label-MS
4383870,112050,ORF6,RPL7A,Proximity Label-MS
4383870,112053,ORF6,RPL9,Proximity Label-MS
4383870,112056,ORF6,RPL12,Proximity Label-MS
4383870,112057,ORF6,RPL13,Proximity Label-MS
4383870,112062,ORF6,RPL18A,Proximity Label-MS
4383870,112064,ORF6,RPL21,Proximity Label-MS
4383870,112073,ORF6,RPL26,Proximity Label-MS
4383870,112075,ORF6,RPL30,Proximity Label-MS
4383870,112076,ORF6,RPL27A,Proximity Label-MS
4383870,112084,ORF6,RPL35A,Proximity Label-MS
4383870,112099,ORF6,RPN1,Proximity Label-MS
4383870,112100,ORF6,RPN2,Proximity Label-MS
4383870,112102,ORF6,RPS3,Proximity Label-MS
4383870,112108,ORF6,RPS6,Proximity Label-MS
4383870,112115,ORF6,RPS7,Proximity Label-MS
4383870,112117,ORF6,RPS9,Proximity Label-MS
4383870,112143,ORF6,RPS24,Proximity Label-MS
4383870,112225,ORF6,SCD,Proximity Label-MS
4383870,112290,ORF6,SDHA,Proximity Label-MS
4383870,112296,ORF6,SEC13,Proximity Label-MS
4383870,122105,ORF6,DNAJC1,Proximity Label-MS
4383870,112347,ORF6,SGTA,Proximity Label-MS
4383870,112368,ORF6,SHMT2,Proximity Label-MS
4383870,122260,ORF6,SMAP2,Proximity Label-MS
4383870,122262,ORF6,ACBD3,Proximity Label-MS
4383870,122346,ORF6,SLC30A5,Proximity Label-MS
4383870,122355,ORF6,CENPH,Proximity Label-MS
4383870,112401,ORF6,SLC1A5,Proximity Label-MS
4383870,112413,ORF6,SLC4A2,Proximity Label-MS
4383870,575849,ORF6,GPR89A,Proximity Label-MS
4383870,112447,ORF6,SLC12A2,Proximity Label-MS
4383870,112449,ORF6,SLC12A4,Proximity Label-MS
4383870,122441,ORF6,DDRGK1,Proximity Label-MS
4383870,112508,ORF6,FSCN1,Proximity Label-MS
4383870,112516,ORF6,SNRPD1,Proximity Label-MS
4383870,112529,ORF6,SOAT1,Proximity Label-MS
4383870,112592,ORF6,SRC,Proximity Label-MS
4383870,112598,ORF6,SREBF1,Proximity Label-MS
4383870,112599,ORF6,SREBF2,Proximity Label-MS
4383870,112680,ORF6,STX5,Proximity Label-MS
4383870,112895,ORF6,TFRC,Proximity Label-MS
4383870,113262,ORF6,VDAC3,Proximity Label-MS
4383870,113283,ORF6,VRK2,Proximity Label-MS
4383870,113348,ORF6,XPO1,Proximity Label-MS
4383870,107225,ORF6,CA12,Proximity Label-MS
